EntrezGeneID	CT22	CT23	CT24	CT48	CT50	CTH26	CTH28	CTH46	CTH47	CTH49
100316819	4.2	4.4	3.76	4.24	3.62	4.49	4.29	3.98	3.99	4.02
100316820	6.86	6.7	6.49	5.95	6.23	6.29	6.28	6.07	5.68	6.39
100316821	5.64	6.14	5.95	5.69	5.68	5.95	5.94	5.58	5.46	5.96
100316827	3.17	3.4	3.62	3.47	4.04	3.77	3.6	3.34	3.69	3.8
100316831	5.64	5.82	5.62	5.58	5.41	5.24	4.82	5.02	4.73	5.25
100316833	6.68	6.68	6.5	6.28	6.57	6.37	6.61	6.24	6.15	6.77
100316834	2.69	2.77	2.77	2.55	2.78	2.98	2.93	2.86	2.56	2.92
100316840	3.89	3.9	3.13	3.36	3.85	3.34	3.53	3.69	3.12	3.71
100316841	1.51	1.83	1.63	2.01	1.56	1.7	1.66	1.81	2.2	1.68
100316846	6.39	6.09	6.04	5.75	5.76	5.46	5.31	5.62	5.61	5.97
100316865	7.32	7.34	7.7	7.6	7.5	7.74	6.98	6.93	6.95	6.92
100316870	5.08	5.23	5.11	4.94	4.94	4.84	5.19	5.18	4.51	4.83
100322896	5.59	5.28	5.76	5.63	5.22	5.46	4.75	5.01	5.5	4.86
100328574	5.03	5.67	5.01	5.18	5.14	5.06	4.99	5.07	5.41	5.12
100329140	4.94	5.35	5.19	5.53	5.43	5.08	5.17	5.13	5.2	5.08
100379095	5.72	5.78	5.68	5.52	5.92	5.7	5.55	5.52	5.33	5.53
100379129	6.28	6.45	6.43	6.29	6.45	6.41	6.43	6.4	6.41	6.25
100379146	6.27	6.05	5.78	5.67	5.73	6	6.07	5.83	5.76	5.78
100379603	4.71	4.63	4.71	4.24	4.55	4.77	4.32	4.45	4.65	4.84
100379604	5.36	5.35	5.28	5.15	5.06	4.94	4.91	5.19	5.24	5.29
100379605	6.06	5.86	6.07	5.49	5.83	5.62	5.62	5.29	5.32	5.44
100379606	4.09	4	3.56	3.81	3.96	3.57	4.66	4.2	4.3	4.32
100379608	5.01	5.15	5.01	4.55	4.8	5.11	5.05	4.91	5.03	5.11
100379609	5.85	5.59	5.43	5.43	5.27	5.26	5.29	5.1	5.49	5.27
100379610	8.21	7.91	7.58	7.13	7.29	7.51	7.6	7.75	6.93	7.32
100379612	6.53	6.36	5.99	6.12	5.98	5.99	6.04	6.28	5.94	6.13
100379665	6.24	6.18	6.03	5.9	6.1	5.97	5.87	5.77	5.53	5.89
100380879	10.76	10.98	10.91	10.75	10.99	10.75	10.42	10.14	10.02	10.35
100380944	6.11	6.09	6.15	6.23	6.23	6.39	5.97	5.85	5.67	5.55
100381257	3.91	3.48	3.47	3.74	3.37	3.43	3.59	3.57	3.72	3.78
100384890	3.98	3.7	3.53	3.5	3.8	3.91	3.57	3.88	3.58	3.77
100415784	4.77	4.22	4.32	4.07	4.59	4.23	4.29	4.11	4.06	4.27
100415785	4.7	4.59	4.67	4.64	4.45	4.67	4.44	4.17	4.34	4.99
100415786	7.19	7.29	7.11	7.36	7.17	6.95	7.05	7.23	7.13	7.39
100415787	5.46	5.61	5.33	5.46	5.32	5.67	5.39	5.4	5.47	5.44
100415901	6.92	6.69	6.93	6.92	6.74	6.74	6.54	6.26	6.42	6.44
100415902	5.7	5.9	5.82	5.51	5.62	5.57	5.46	5.66	5.56	5.67
100415912	4.39	4.64	4.32	4.44	4.46	4.61	4.18	4.77	4.17	4.09
100415913	4.21	3.98	4.2	4.26	4.19	4.28	4.09	3.95	4.1	4.1
100415914	5.12	5.38	4.92	4.93	4.74	5.25	5.03	4.83	4.8	5.02
100415915	5.17	5.27	5.44	5.41	5.17	5.1	4.94	5.02	5.42	4.89
100415916	6.23	6.14	6.07	5.79	6.16	6.02	5.8	5.7	5.82	6.1
100416706	7.15	7.26	7.05	7.11	7.28	7.25	7.18	6.97	7.02	7.1
100416830	4.07	4.49	4.08	4.04	4.24	3.81	3.75	3.99	3.93	4.04
100417125	5.07	5.11	4.95	4.85	5.09	4.81	4.88	5.09	4.85	4.82
100417514	5.03	4.81	4.78	4.3	4.68	4.82	4.64	4.72	4.36	4.19
100417831	9.34	9.24	9.75	9.54	10.06	9.73	10.82	10.91	10.8	11.49
100418235	3.79	4.07	3.56	3.49	3.52	3.07	3.54	3.39	3.4	3.09
100463512	2.03	2.4	2.41	2.38	2.26	2.38	2.54	2.53	2.33	3.58
100463519	5.76	5.66	5.37	5.14	5.14	5.26	5.09	5.16	5.08	5.31
100499512	5.78	5.92	5.14	4.92	5.38	5.47	5.13	4.98	5.37	4.99
100499513	1.76	2.84	1.63	1.97	2.52	1.46	1.85	1.86	2.19	1.72
100499521	6.55	5.94	6	6.05	6.13	6.13	5.95	5.97	6.1	6.36
100499527	7.86	7.87	7.77	7.49	7.78	7.84	7.7	7.5	7.61	7.94
100499528	1.87	3.17	3.15	3.03	2.38	2.55	2.2	2.56	2.99	2.1
100500713	4.79	4.81	4.77	4.81	4.79	4.73	4.88	4.91	4.86	4.87
100502579	4.89	5.11	4.79	4.66	4.89	4.78	5.34	5.02	5.32	5.08
100502583	5.51	5.22	5.36	5.53	5.7	5.52	5.55	5.37	5.65	5.64
100502586	5.43	5.6	5.66	5.44	5.57	5.14	4.78	4.99	5.07	5.26
100502590	3.92	3.75	3.54	3.67	3.42	3.67	3.48	3.6	3.19	3.2
100502593	4.43	4.26	4.09	4.37	4.27	4.15	4.38	4.3	4.12	4.53
100502597	4.78	4.85	4.22	3.93	3.88	4.29	4.72	4.1	4.38	4.68
100502599	6.14	5.72	6.43	6.59	6.53	6.29	5.75	5.94	5.74	5.31
100502601	3.52	3.52	3.86	3.69	3.51	3.84	3.45	3.31	3.63	3.83
100502602	5.35	5.43	4.7	4.8	5.24	5.06	4.74	5.3	5.16	5.16
100502606	6.44	6.12	6.48	6.89	6.69	6.55	7.35	7.45	7.35	7.61
100502610	5.68	5.44	5.43	5.41	5.35	5.66	6.06	5.96	6.05	5.54
100502619	5.92	6.38	6.29	6.34	6.29	5.78	6.19	6.17	6.19	6.27
100502624	5.21	5.12	5.12	4.7	5.25	5.04	5.12	4.98	5.09	5.3
100502630	6.47	6.4	6.58	6.47	6.42	6.58	6.37	6.41	6.63	6.32
100502636	5.4	5.43	5.31	5.27	5.28	5.16	5.01	5.01	5.06	5.21
100502643	3.61	3.16	2.98	2.78	3.09	3.07	3.15	3.15	3.16	3.38
100502648	5.7	5.49	5.24	5.44	5.15	5.31	5.14	5.08	5.26	5.55
100502653	5.82	5.99	5.68	6.01	5.98	5.7	5.53	5.64	5.52	5.57
100502661	4.75	4.74	4.23	4.35	4.78	4.66	4.52	4.43	4.17	4.63
100502665	3.95	4.12	3.86	3.86	4.34	4.14	3.71	4.4	4.51	3.97
100502668	8.18	7.87	8	8.21	7.92	7.99	7.86	7.93	7.87	7.95
100502670	6.33	6.43	6.42	5.94	6.23	6.03	6.19	6.11	6.11	6.12
100502679	4.66	4.64	4.26	4.38	4.43	4.35	4.47	4.41	4.34	4.36
100502684	5.63	5.54	5.43	5.63	5.68	5.62	5.15	5.47	5.44	5.49
100502686	5.96	6.01	6.15	6.18	6.38	6.04	6.43	6.62	6.44	6.61
100502694	5.46	5.87	5.25	5.36	5.47	5.45	5.18	5.26	5.1	5.28
100502695	4.9	4.76	4.39	4.46	4.64	4.19	4.75	4.66	4.8	4.58
100502697	6.4	6.57	6.54	6.42	6.63	6.7	6.55	6.55	6.26	6.32
100502698	7.71	7.23	7.47	7.56	7.32	7.57	7.45	7.58	7.42	7.39
100502700	5.84	5.52	5.6	5.3	5.57	4.94	5.16	4.97	4.89	5.13
100502705	5.32	5.59	5.37	5.57	5.41	5.42	5.52	5.57	5.45	5.15
100502712	3.82	3.95	3.77	3.69	3.9	3.76	3.47	3.72	3.61	3.73
100502721	6.55	6.42	6.58	6.68	6.86	7.04	6.87	6.7	6.85	6.82
100502723	4.99	5.15	4.77	4.87	4.82	4.84	4.58	4.95	4.91	4.92
100502727	3.65	3.59	3.74	3.94	3.95	3.99	4.19	3.92	4.47	4.28
100502732	6.35	6.29	6.3	6.28	6.32	5.91	5.72	5.66	5.74	5.36
100502733	6.44	6.39	6.4	6.42	6.26	6.44	6.2	6.52	6.14	6.26
100502736	5.79	5.74	5.7	5.48	5.84	5.63	5.7	5.6	5.76	5.72
100502739	6.09	6.07	5.94	5.65	5.82	5.77	5.8	5.63	5.71	5.86
100502742	5.88	5.87	5.97	5.67	5.79	5.67	5.94	6.28	5.81	5.88
100502743	5.74	6.28	5.87	6.09	6.12	6.34	6.07	5.99	6.38	6.37
100502745	5.79	5.39	5.54	5.6	5.48	5.7	5.39	5.7	5.74	5.55
100502750	4.09	4.13	3.68	3.68	3.94	3.84	4.02	4.14	3.77	3.98
100502752	4.87	4.78	4.47	4.59	4.75	4.66	4.63	4.39	4.52	4.33
100502764	4.58	5.37	5.11	4.9	4.76	5.01	4.53	5.06	4.54	4.71
100502766	5.11	5.21	4.63	5.2	5.04	4.83	5.68	5.8	5.97	5.15
100502768	5.25	5.15	4.77	4.81	4.9	4.75	4.4	4.89	4.9	4.81
100502773	6.24	6.55	6.17	6.27	6.29	6.01	6.2	6.08	5.92	5.96
100502777	5.66	5.95	5.87	5.89	5.99	5.9	6.16	5.93	6.02	6.01
100502800	6.15	6.32	6.45	6.22	6.13	6.26	5.86	6.02	6.02	5.88
100502803	4.5	4.85	4.69	4.54	4.53	5	4.76	4.15	4.49	4.76
100502807	5.79	5.71	5.48	5.35	5.56	5.52	5.37	5.62	5.75	5.52
100502808	4.82	4.69	4.59	4.52	4.38	4.41	4.45	4.23	4.4	4.56
100502811	5.86	5.63	5.81	5.89	5.81	5.32	4.9	5.25	5.3	5.16
100502813	4.65	4.9	5.07	5.05	4.92	4.88	4.48	4.75	4.95	4.54
100502818	6.15	5.78	5.37	5.78	5.72	5.65	5.49	5.54	5.9	5.76
100502819	5.61	5.42	5.35	5.25	5.46	5.44	5.5	5.58	5.37	5.31
100502820	4.15	4.13	4.06	4.2	3.83	3.92	3.87	3.68	3.92	3.98
100502821	6.26	6.15	6.13	5.74	5.88	5.88	5.71	5.94	5.93	5.91
100502829	6.09	6.35	6.19	6.23	6.11	6.11	5.85	5.82	5.87	5.74
100502831	5.16	4.9	4.39	4.3	4.52	4.61	4.65	4.5	4.2	4.29
100502835	5.12	5.27	5.32	5.21	5.19	5.38	5.17	4.75	5.2	5.22
100502841	7.23	6.94	7.35	7.28	7.24	7.43	7.25	7.31	7.37	7.28
100502842	3.4	3.58	3.72	3.24	3.37	3.37	3.49	3.8	3.62	3.91
100502845	7.09	7.1	7.01	6.97	7.12	6.83	6.52	6.6	6.58	6.64
100502846	5.37	5.35	5.11	4.99	5.1	5.2	5.09	5.08	5.1	5.19
100502849	6.65	6.57	6.52	6.72	6.81	6.59	6.76	6.95	7.07	7.62
100502854	8.04	8.22	8.46	8.33	8.13	8.32	7.44	7.32	7.39	7.13
100502861	6.79	6.83	6.71	6.72	6.59	6.63	6.42	6.5	6.61	6.34
100502865	2.95	2.5	3.28	2.97	2.75	2.59	2.34	2.9	2.66	3
100502868	6.59	6.72	6.32	6.27	6.36	6.32	6.12	6.23	6.25	6.23
100502869	5.5	5.74	6.23	6.09	5.99	5.99	5.61	5.53	5.55	5.27
100502871	5.03	5.14	5.11	4.78	4.82	4.94	4.75	4.5	5.08	4.89
100502874	6.06	5.85	6.23	5.84	5.99	6.09	6.03	5.98	5.9	6.02
100502876	5.53	5.45	5.08	5.4	5.39	5.36	5.38	5.42	5.33	5.43
100502887	6.52	6.64	6.88	6.82	6.46	6.06	5.87	5.64	5.18	5.52
100502888	3.39	3.23	3.08	2.94	2.95	3.03	3.04	3.08	3.12	3.16
100502895	5.99	5.97	6.12	5.85	6.11	5.86	5.32	5.02	5.56	5.64
100502898	6.36	6.42	6.45	6.59	6.48	5.91	5.55	5.18	5.42	4.93
100502904	5.76	5.76	5.45	5.82	5.83	5.43	5.56	5.49	5.31	5.57
100502911	5.81	5.77	5.63	5.6	5.81	5.64	5.35	5.49	5.68	5.65
100502914	6.35	6.42	6.33	6.66	6.24	6.26	5.96	5.76	5.89	6.07
100502917	4.58	4.7	4.91	4.44	4.75	4.96	4.72	4.72	4.4	4.83
100502920	3.46	3.75	3.76	3.8	3.8	3.82	3.93	3.91	4.06	3.84
100502921	6.59	6.38	6.06	6.15	6.31	6.35	5.98	6.21	6.13	6.01
100502923	5.79	5.83	5.71	5.69	5.8	5.67	5.3	5.31	5.65	5.39
100502928	4.34	4.41	4.4	4.32	4.42	4.32	4.52	4.3	4.12	4.4
100502931	7.27	7.01	7.16	7.07	6.9	7.1	7.24	7.35	6.95	7.85
100502932	4.49	4.46	4.15	4.16	4.43	4.86	4.54	4.45	4.49	4.42
100502933	5.96	5.96	5.98	5.69	5.8	5.86	5.96	5.68	5.71	5.94
100502934	5.49	5.35	5.29	4.99	5.21	5.26	5.3	5.21	5.23	5.22
100502935	5.88	5.96	5.56	5.15	5.7	5.69	5.55	5.66	5.62	5.4
100502936	5.8	5.85	5.42	5.26	5.67	5.51	5.63	5.72	5.6	5.64
100502937	6.57	6.17	6.41	6.49	6.25	6.49	6.05	6.28	6.52	6.25
100502940	7.59	7.77	7.9	7.73	7.8	7.59	7.62	7.09	7.39	6.93
100502942	5.35	5.45	4.83	5.04	5.04	5.04	5.1	5.17	5.27	5.1
100502945	6.08	6.07	5.9	5.61	5.91	5.99	5.9	5.87	5.77	5.95
100502946	5.13	4.87	4.87	4.86	4.87	4.65	4.79	4.85	4.26	4.9
100502950	5.89	5.77	5.84	5.78	5.83	5.54	5.68	5.4	5.56	5.61
100502953	5.39	5.42	5.43	5.67	5.21	5.28	5.18	5.57	5.23	5.45
100502956	2.99	2.59	2.74	2.72	3.09	2.72	2.77	2.53	3.08	2.77
100502959	4.57	4.43	4.19	4.32	4.55	4.51	4.45	4.41	4.4	4.46
100502967	6.63	6.79	5.89	5.88	6.3	6.02	5.72	5.84	6.59	6.19
100502969	5.47	5.48	5.14	4.98	4.81	5.04	5.16	5.11	5.1	5.13
100502982	6.11	6.13	6.34	6.2	6.4	5.81	5.71	5.73	5.93	5.97
100502985	5.28	5.33	5.68	5.11	5.38	5.36	5.31	5.38	5.24	5.48
100502987	7.92	7.76	7.94	7.92	8.1	8.04	8.01	7.8	7.76	7.81
100502999	6.73	6.37	6.52	6.26	6.59	6.26	6.4	5.94	6.04	6.05
100503000	7.63	7.76	7.9	7.79	8	8.2	8.98	9.14	8.81	9.08
100503003	5.56	5.37	5.51	5.11	5.57	5.01	5.05	5.12	5.19	5.43
100503007	5.23	5.22	5.18	5.3	5.33	5.32	5.2	5.45	5.07	5.25
100503008	5.83	6.13	5.44	6.26	5.84	4.9	4.91	4.66	4.9	4.97
100503014	3.32	2.73	3.25	3.34	3.29	3.37	3.47	3.56	3.55	3.3
100503019	3.91	4.12	4.2	3.98	4.03	3.91	3.94	3.97	4.03	4.04
100503021	4.8	5.19	4.94	4.84	5.05	5.02	4.76	4.9	4.78	5.99
100503026	5.51	5.57	5.35	4.93	5.31	5.61	5.48	5.66	5.25	5.81
100503033	4.17	4.34	4.23	3.76	4.16	4.3	3.82	4.26	4.33	4.35
100503036	4.04	3.88	3.85	3.6	3.72	3.86	4.1	3.7	3.41	3.72
100503038	4.68	4.82	4.74	4.34	4.31	4.45	4.64	4.57	4.38	4.63
100503040	6.62	6.31	6.42	6.41	6.58	5.84	5.9	5.92	5.9	5.69
100503041	5.88	5.68	5.43	5.45	5.49	5.55	5.64	5.76	5.49	5.74
100503043	5.55	5.57	5.76	5.72	5.71	5.78	6.01	6.04	6.06	5.58
100503044	4.3	4.86	4.56	4.34	4.42	4.83	4.52	5.21	5.07	4.93
100503048	3.48	3.64	3.48	3.18	3.94	3.3	3.55	3.57	3.52	3.28
100503053	2.26	2.15	2.09	2.36	2.4	2.16	2.23	2.36	2.36	2.39
100503055	6.06	6.39	6.32	6.37	6.02	6.35	6.26	5.82	5.79	6.1
100503057	6.67	6.61	6.7	6.62	6.71	6.07	5.19	5.09	4.87	5.38
100503068	5.3	5.06	4.86	5.02	5.12	5	5.09	5.07	5.07	5.06
100503072	4.83	4.8	4.76	4.16	4.64	4.68	4.43	4.55	4.52	4.44
100503073	5.78	5.52	5.53	5.11	5.66	5.41	5.08	5.06	5	5.44
100503074	4.56	4.47	4.84	4.61	4.29	4.6	3.99	4.01	4.27	4.34
100503078	4.34	4.42	4.44	4.11	4.76	4.34	4.51	4.44	4.14	4.51
100503082	5.21	5.12	4.88	5.21	5.16	4.92	5.28	5.31	5.27	5.06
100503085	5.89	5.94	6.09	6.1	6.03	6.06	5.85	5.89	6.23	5.95
100503091	2.98	2.94	2.94	2.71	2.88	3.04	2.6	2.71	2.82	3.12
100503094	7.58	7.74	7.76	7.74	7.76	7.66	7.75	7.83	7.64	7.6
100503095	5.42	5.68	5.88	5.61	5.88	6.1	5.92	5.99	6.05	5.89
100503099	4.12	4.15	4.26	3.71	3.92	4.12	4.05	3.83	3.96	4.35
100503101	7.23	6.94	7.18	7.22	7.26	7.12	6.74	6.71	6.73	6.77
100503104	5.92	5.47	5.83	6.11	5.98	5.35	5.67	5.92	5.58	5.88
100503106	4.54	4.47	4.02	3.93	4.24	4.28	4.53	4.54	4.27	4.42
100503117	5.61	5.45	5.23	5.07	5.31	5.24	5.31	5.21	5.27	5.75
100503120	5.9	6.18	6.33	6.63	6.5	5.55	6.06	6.31	6.05	6
100503134	4.71	4.74	4.86	4.83	5.02	4.71	5.07	5.56	4.91	4.93
100503146	8.19	7.98	8.22	8.19	8.31	8.3	8.11	7.99	7.87	8.06
100503147	4.98	5.4	5.22	5.58	5.63	5.73	6.1	6.02	5.8	6.11
100503150	5.45	5.39	5.39	5.44	5.64	5.35	6.42	6.53	6.55	6.12
100503152	6.67	6.63	6.73	7.11	6.85	7.13	6.64	6.6	6.61	6.83
100503157	4.51	4.81	4.72	4.64	4.61	4.79	4.51	4.58	4.78	4.89
100503166	5.16	4.75	4.79	4.43	5.11	4.72	4.76	4.51	4.71	4.36
100503167	4.24	3.99	3.97	3.97	3.91	3.49	3.82	3.87	3.5	3.96
100503175	6.58	6.5	6.29	6.11	6.34	6.19	6.15	6.28	6.21	6.31
100503178	7.5	7.74	7.55	7.76	7.89	7.6	6.99	7.3	7.2	7.09
100503184	5.31	5.54	5.54	4.97	5.23	5.1	4.94	4.75	5.04	5.11
100503185	5.92	5.89	6.12	6.19	6.23	5.94	5.88	5.32	5.54	5.51
100503186	7.66	7.51	8	7.94	7.81	7.41	7.07	7.1	7.24	6.7
100503190	5.01	5.17	5.11	5.33	5.79	5.25	7.4	7.5	7.45	7.6
100503195	5.81	6.01	5.86	5.89	5.47	5.42	5.52	5.55	5.59	5.52
100503197	5.39	5.51	5.14	5.3	5.42	5.25	5.25	5.36	5.32	5.32
100503198	6.26	6.06	5.8	5.82	5.76	5.93	5.62	5.7	5.81	5.94
100503199	6	5.89	5.83	5.9	5.76	5.94	6.24	6.21	6.08	6.22
100503217	6.28	6.61	6.42	6.41	6.37	6.64	6.12	5.72	6.17	6.17
100503222	7.44	7.42	7.73	7.72	7.79	7.51	7.46	7.62	7.42	7.44
100503226	11.06	11.19	11.08	11.08	11.27	10.78	11.04	10.82	11.04	11.12
100503230	5.15	5.28	5.07	5.14	5.15	5.36	5.19	4.78	5.05	4.86
100503240	5.01	4.93	4.82	4.65	4.56	4.85	4.96	4.73	4.76	4.87
100503242	2.16	2.58	2.33	2.07	2.14	2.04	1.72	2	1.92	2.01
100503244	5.64	5.73	5.23	5.62	5.18	5.35	5.11	5.32	5.1	4.95
100503248	5.52	5.39	5.55	5.37	5.3	5.42	5.22	5.29	5.32	5.28
100503261	5.88	6	5.96	5.7	5.45	6.03	5.5	5.49	5.45	5.1
100503265	4.93	4.81	4.12	4.38	4.65	4.48	4.24	4.39	4.46	4.69
100503272	6.45	6.31	6.61	6.55	6.81	6.53	6.61	6.74	6.7	6.34
100503289	5.64	5.51	5.42	5.19	5.09	5.21	5.5	5.89	5.35	5.56
100503292	5.46	5.36	5.3	5.13	5.06	4.94	5.28	4.78	5.16	5.03
100503307	6.25	6.08	5.96	5.86	6.24	6.16	6.16	6	6.01	6.13
100503311	5.45	5.44	5.62	5.45	5.24	5.27	4.72	4.64	5.29	4.64
100503319	6.05	6.1	5.95	5.38	5.96	6.05	5.81	5.73	6.02	5.72
100503323	6.53	6.52	6.27	6.36	6.36	6.32	6.48	6.27	5.96	6.43
100503332	5.52	5.69	5.48	5.47	5.62	5.44	5.73	5.56	5.54	5.71
100503337	5.95	6.13	5.87	5.73	5.88	5.93	5.92	5.96	5.64	6.19
100503347	6.07	5.88	5.93	5.8	5.82	5.86	6.01	5.84	5.84	5.83
100503351	4.84	4.93	4.93	5.12	5	4.64	4.71	5.08	4.73	4.85
100503355	5.73	5.73	5.26	5.64	5.57	5.57	5.52	5.72	5.27	5.52
100503358	5.95	5.78	5.84	5.79	5.88	5.85	5.73	5.7	5.82	5.81
100503359	5.13	5.07	5.37	5.01	4.91	5.74	5.48	5.67	5.34	5.88
100503364	4.78	4.69	4.69	4.65	4.38	4.64	4.46	4.73	4.55	4.75
100503376	4.98	5.24	5.07	5.06	5.17	4.63	4.86	4.98	4.86	4.63
100503378	5.19	5.01	4.66	4.9	5.08	4.57	5.04	4.94	4.92	5.04
100503380	7.23	7.36	7.04	7.06	7.12	7.17	7.39	7.61	7.37	7.55
100503384	5.14	4.85	4.56	4.44	4.56	4.71	4.66	4.64	4.35	4.73
100503386	6.41	6.51	6.6	6.46	6.58	6.33	6.27	6.37	6.13	6.38
100503388	5.32	5.35	5.5	5.41	5.53	5.59	5.6	5.49	5.52	5.45
100503390	5.86	5.93	5.7	5.92	5.71	5.5	5.61	5.64	5.61	5.51
100503391	5.7	6.04	5.87	5.81	6.09	5.57	5.67	6.02	5.55	5.9
100503392	6.01	6.43	6.37	6.37	6.37	6.49	6.66	6.75	6.66	6.74
100503393	4.77	5.25	4.77	5.1	5.11	4.91	4.7	4.71	4.81	4.92
100503394	4.4	4.74	4.25	4.37	4.44	4.38	4.13	4.23	4.38	4.34
100503399	5.22	5.14	5.04	5.13	5.25	4.76	5.02	4.75	5.17	5.36
100503411	5.81	5.62	5.44	5.4	5.51	5.66	5.41	5.48	5.66	5.28
100503427	6.07	6.18	5.69	5.32	5.67	5.78	5.66	5.56	5.43	5.64
100503428	7.8	7.41	7.74	7.58	7.6	7.01	6.41	5.86	6.74	5.65
100503434	4.52	4.51	4.13	4.22	4.04	4.39	4.01	4.47	4.38	4.27
100503437	5.37	5.2	5.24	5.26	5.05	5.17	5.01	5.07	5.04	4.91
100503438	4.53	4.13	4.38	4.17	4.34	4.44	4.56	4.45	4.26	4.07
100503447	5.62	5.29	5.13	5.32	5.37	5.11	5.1	5.12	5.2	5.2
100503457	7.32	6.67	7.17	7.25	7.11	7.27	7.48	7.69	7.5	7.61
100503460	6.18	6.45	6.55	6.32	6.54	6.2	7.26	7.48	6.92	8.04
100503465	4.48	4.82	4.24	4.7	4.75	4.58	4.36	4.47	4.82	4.43
100503467	7.78	7.66	8.05	7.82	8.04	7.53	7.29	7.17	7.08	7.04
100503468	4.18	4.51	4.13	4.56	4.36	4.47	3.99	4.52	4.31	4.31
100503469	4.56	4.56	4.3	4.56	4.69	4.4	4.28	4.24	4.71	4.32
100503470	4.7	4.63	4.34	4.39	4.54	4.34	4.28	4.26	3.92	4.3
100503471	6.37	6.44	6.59	6.17	6.35	6.37	6.27	6.27	6.42	6.48
100503474	6.74	6.32	6.73	6.71	6.65	6.68	5.88	5.33	6.03	5.62
100503480	5.14	5.37	5.08	5.05	5.04	5.11	4.89	4.67	4.98	5.07
100503481	4.19	4.66	4.13	3.56	4.23	3.94	4.17	3.21	4.26	4.27
100503486	1.94	2.09	2.15	2.9	2.73	2.21	2.07	2.81	2.61	2.38
100503490	4.14	4.11	3.84	3.88	3.83	4.14	4.46	4.49	4.23	4.15
100503492	4.54	4.81	4.71	4.6	4.48	4.64	4.67	4.72	4.45	4.69
100503495	4.93	5.12	4.87	4.59	4.69	4.83	4.94	5.05	4.62	4.59
100503496	7.1	7.13	6.94	6.84	6.87	6.76	6.75	6.74	6.51	6.38
100503498	6.81	6.82	6.98	7.02	7.03	6.9	7.19	7.09	7.3	7.82
100503499	7.2	6.74	7.08	7.07	6.98	7.13	6.74	6.16	6.99	6.56
100503506	5.11	4.69	5.31	5.09	4.87	4.72	4.96	4.81	4.55	4.81
100503518	5.74	5.65	5.66	5.13	5.65	5.8	5.46	5.45	5.48	5.42
100503519	2.95	3.28	3.28	3.03	3.22	3.12	3.37	3.51	3.43	3.36
100503530	3.76	3.94	4.03	3.81	3.51	3.63	3.33	3.71	3.55	3.94
100503535	6.81	7.1	7	7.18	7.16	6.88	6.52	6.45	6.67	6.42
100503536	3.1	3.34	2.77	2.72	2.98	3.11	2.89	2.86	2.77	3.02
100503538	6.38	6.59	6.54	6.92	6.76	6.38	6.5	6.37	6.46	6.11
100503540	5.07	5.06	5.51	5.39	5.48	5.64	5.37	4.94	5.37	5.22
100503545	5.41	5.02	5.12	5.24	5.01	5.19	5.07	5.22	4.94	5.31
100503546	5.41	5.37	5.2	4.62	5.17	4.97	4.94	5.08	4.81	5.49
100503549	5.03	5.27	5.1	4.94	4.9	5.15	5.05	5.05	5.44	5.29
100503562	6.37	6.24	6.43	6.3	6.38	7.01	5.71	4.64	5.78	5.27
100503565	5.85	5.62	5.34	5.23	5.58	5.58	5.45	5.18	5.39	5.4
100503569	6.25	6.24	6.01	5.93	5.96	6.13	6.02	6.18	6.04	6.17
100503570	7.45	7.3	7.28	7.65	7.45	7.58	7.58	8.09	7.9	7.75
100503572	7.91	7.88	8.01	7.93	8.09	7.8	7.86	7.63	7.96	8.06
100503580	3.12	3	2.85	2.57	2.67	3.05	2.93	2.67	2.72	2.96
100503581	4.86	4.6	4.67	4.22	4.41	4.57	4.11	4.19	4.63	4.35
100503582	5.57	5.4	5.28	5.39	5.01	5.21	5.37	5.07	4.98	5.46
100503583	5.63	5.56	5.55	5.56	5.53	5.75	6.15	5.99	6.11	5.82
100503584	3.19	3.38	3.36	3.62	3.73	3.55	3.74	3.57	3.62	3.31
100503592	4.77	4.75	4.52	4.56	4.27	4.5	4.67	4.13	4.27	4.49
100503593	4.02	4.46	4.1	3.92	4.42	4.36	4.45	4.5	4.16	4.46
100503594	5.61	5.95	5.69	5.62	5.71	5.69	5.54	5.71	5.6	5.73
100503595	6.35	5.99	5.75	5.78	5.78	5.98	5.87	5.82	5.67	5.62
100503600	5.31	5.25	5.35	5.33	5	5.31	5.06	4.75	4.37	4.96
100503605	8.19	8.63	7.75	8.05	7.86	7.15	6.75	6.64	6.11	7.65
100503609	5.44	4.75	5.12	4.8	5.02	5.08	4.8	5.05	5.13	5.21
100503613	4.74	5	4.87	4.88	5.02	4.72	4.88	4.43	4.79	4.75
100503619	4.72	4.81	4.66	4.39	4.66	4.71	5.17	4.4	4.91	4.56
100503620	5.86	5.68	5.97	5.96	5.8	5.64	5.54	5.04	5.46	5.47
100503622	6.3	6.55	5.89	5.92	6.14	5.77	6.15	5.81	5.61	6.03
100503630	5.37	5.4	5.24	4.99	5.04	5.26	4.94	4.93	5.21	5.13
100503632	6.06	5.92	5.79	6.15	5.81	5.82	5.67	5.76	5.88	5.77
100503636	5.52	5.53	5.57	5.59	5.61	5.38	5.13	5.29	5.53	5.29
100503652	5.76	5.71	5.76	5.63	5.76	5.87	5.82	6.09	6.14	5.65
100503654	8.26	8.18	8.57	8.48	8.51	8.18	8.56	8.51	8.59	8.31
100503655	5.93	5.69	5.65	5.59	5.74	5.82	5.87	5.97	5.73	5.77
